dataset,f,policy,op,live,probe,recall,consolidated
sift,0.5,P2-signal@0.030,32000,26394,0.9985,0.9988,0
sift,0.5,P2-signal@0.030,34000,24812,0.9975,0.9988,0
sift,0.5,P2-signal@0.030,36000,23196,0.998,0.9985,0
sift,0.5,P2-signal@0.030,38000,21586,0.9975,0.9986,0
sift,0.5,P2-signal@0.030,40000,20022,0.997,0.9991,0
sift,0.5,P2-signal@0.030,42000,18366,0.9975,0.999,0
sift,0.5,P2-signal@0.030,44000,16742,0.998,0.9989,0
sift,0.5,P2-signal@0.030,46000,15150,0.9975,0.9987,0
sift,0.5,P2-signal@0.030,48000,13538,0.997,0.9986,0
sift,0.5,P2-signal@0.030,50000,11970,0.9975,0.9976,0
sift,0.5,P2-signal@0.030,52000,13760,0.9975,0.9976,0
sift,0.5,P2-signal@0.030,54000,15570,0.9975,0.9977,0
sift,0.5,P2-signal@0.030,56000,17372,0.998,0.9976,0
sift,0.5,P2-signal@0.030,58000,19166,0.9975,0.9975,0
sift,0.5,P2-signal@0.030,60000,20976,0.997,0.9971,0
sift,0.5,P2-signal@0.030,62000,22768,0.997,0.9972,0
sift,0.5,P2-signal@0.030,64000,24602,0.997,0.9974,0
sift,0.5,P2-signal@0.030,66000,26408,0.9965,0.9976,0
sift,0.5,P2-signal@0.030,68000,28226,0.999,0.9978,0
sift,0.5,P2-signal@0.030,70000,30034,0.9985,0.9974,0
sift,0.5,P2-signal@0.030,72000,28444,0.9985,0.9972,0
sift,0.5,P2-signal@0.030,74000,26842,0.998,0.9971,0
sift,0.5,P2-signal@0.030,76000,25246,0.9985,0.9972,0
sift,0.5,P2-signal@0.030,78000,23634,0.998,0.997,0
sift,0.5,P2-signal@0.030,80000,22034,0.9985,0.9969,0
sift,0.5,P2-signal@0.030,82000,20436,0.9975,0.9965,0
sift,0.5,P2-signal@0.030,84000,18816,0.9985,0.9965,0
sift,0.5,P2-signal@0.030,86000,17252,0.997,0.9954,0
sift,0.5,P2-signal@0.030,88000,15606,0.996,0.9949,0
sift,0.5,P2-signal@0.030,90000,13984,0.9935,0.9928,0
sift,0.5,P2-signal@0.030,92000,15770,0.9945,0.9948,0
sift,0.5,P2-signal@0.030,94000,17572,0.9925,0.9949,0
sift,0.5,P2-signal@0.030,96000,19394,0.9925,0.9951,0
sift,0.5,P2-signal@0.030,98000,21204,0.9965,0.9956,0
sift,0.5,P2-signal@0.030,100000,20000,0.995,0.9951,0
sift,0.5,P2-signal@0.030,102000,18000,0.9955,0.9946,0
sift,0.5,P2-signal@0.030,104000,16000,0.993,0.9932,0
sift,0.5,P2-signal@0.030,106000,14000,0.9845,0.9885,0
sift,0.5,P2-signal@0.030,108000,12000,0.9685,0.9721,0
sift,0.5,P2-signal@0.030,110000,10000,0.92,0.9255,1
